discente,ano,turma,texto,respostas,data,tempo_inicial,tempo_final,duracao,correcao,quadrante_1,quadrante_2,quadrante_3,quadrante_4,compreensao,coeficiente_variacao,taxa_exatas,exata,grafia_incorreta,aceitavel,classe_correta,erro,branco
EST_055,6,B,O uso dos celulares por crianças,"['Mais', 'hábitos', 'tem', 'do', 'para', 'aprender', 'que', 'se', 'são', 'celular', 'uma', 'filho', 'casa', 'são', 'usso', 'beneficios', 'dor', 'como', 'desenvolvimento', 'os', 'usso', 'as', 'que', 'pessoas', 'aplicativos', 'não', 'usso', 'para', 'a', 'ajuda', 'aplicativos', 'deixe', 'Pois', 'pode', 'para', 'deve', 'o', 'conseguir']",29-02-2024,08:00,08:15,15.0,"['erro', 'aceitavel', 'erro', 'exata', 'exata', 'aceitavel', 'exata', 'exata', 'classe_correta', 'exata', 'exata', 'grafia_incorreta', 'exata', 'exata', 'grafia_incorreta', 'aceitavel', 'classe_correta', 'aceitavel', 'grafia_incorreta', 'classe_correta', 'classe_correta', 'exata', 'erro', 'erro', 'aceitavel', 'aceitavel', 'classe_correta', 'erro', 'exata', 'classe_correta', 'aceitavel', 'erro', 'erro', 'exata', 'erro', 'grafia_incorreta', 'exata', 'aceitavel']","('exata', 2)","('exata', 2)","('erro', 2)","('erro', 2)",71.053,0.574,31.579,12,4,8,6,8,0
EST_060,6,B,O uso dos celulares por crianças,"['mas', 'bons', 'de', 'do', 'para', 'ver', 'que', 'também', 'são', 'celular', 'uma', 'filhos', 'casa', 'são', 'uso', 'problemas', 'dores', 'mal', 'distanciamento', 'alguns', 'uso', 'as', 'da', 'virus', 'sites', 'ele', 'uso', 'vistos', 'a', 'ver', 'bem', 'a', 'Bom', 'pode', 'importante', 'devem', 'o', 'ter']",29-02-2024,08:00,08:09,9.0,"['aceitavel', 'erro', 'classe_correta', 'exata', 'exata', 'aceitavel', 'exata', 'erro', 'classe_correta', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'erro', 'grafia_incorreta', 'exata', 'classe_correta', 'exata', 'exata', 'erro', 'classe_correta', 'erro', 'classe_correta', 'erro', 'exata', 'grafia_incorreta', 'erro', 'exata', 'erro', 'exata', 'exata', 'exata', 'exata', 'classe_correta']","('exata', 2)","('exata', 7)","('exata', 2)","('exata', 4)",71.053,0.574,52.632,20,2,2,6,8,0
EST_068,6,A,O uso dos celulares por crianças,"['parentes', '-', 'para', 'de', 'para', 'ver', 'que', 'se', 'estão', 'celular', 'uma', 'filhos', 'casa', 'são', 'tela', 'estragos', 'dor', 'na', '-', 'alguns', 'uso', 'as', 'da', 'jogos', 'videos', 'sim', 'tipo', 'usados', 'qual', 'ver', 'usuarios', 'a', '-', 'pode', 'bom', 'devem', 'o', 'a']",29-02-2024,08:03,08:30,27.0,"['erro', 'branco', 'grafia_incorreta', 'grafia_incorreta', 'exata', 'aceitavel', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'classe_correta', 'aceitavel', 'classe_correta', 'classe_correta', 'branco', 'exata', 'classe_correta', 'exata', 'exata', 'erro', 'classe_correta', 'aceitavel', 'exata', 'exata', 'erro', 'grafia_incorreta', 'grafia_incorreta', 'exata', 'branco', 'exata', 'aceitavel', 'exata', 'exata', 'erro']","('exata', 4)","('exata', 4)","('exata', 2)","('grafia_incorreta', 2)",75.0,0.524,47.368,18,4,4,5,4,3
EST_069,6,B,O uso dos celulares por crianças,"['Mais', 'hábito', 'por', 'do', 'para', 'conhecer', 'iso', 'ajuda', 'estão', 'celular', 'mais', 'fihos', 'casa', 'são', 'uso', 'brobelmas', 'dor', 'como', '-', 'um', 'usar', 'as', 'da', 'pessoas', 'coisas', 'vão', 'tipo', 'que', 'as', 'ver', 'que', 'suas', '-', 'pode', 'bom', 'devem', 'os', 'a']",29-02-2024,08:00,08:26,26.0,"['erro', 'aceitavel', 'exata', 'exata', 'exata', 'aceitavel', 'erro', 'erro', 'exata', 'exata', 'erro', 'grafia_incorreta', 'exata', 'exata', 'exata', 'grafia_incorreta', 'classe_correta', 'aceitavel', 'branco', 'classe_correta', 'erro', 'exata', 'exata', 'erro', 'aceitavel', 'erro', 'exata', 'erro', 'grafia_incorreta', 'grafia_incorreta', 'erro', 'erro', 'branco', 'exata', 'aceitavel', 'exata', 'grafia_incorreta', 'erro']","('exata', 3)","('exata', 3)","('exata', 2)","('erro', 2)",63.158,0.742,34.211,13,5,5,2,11,2
EST_077,6,A,O uso dos celulares por crianças,"['também', 'beneficios', 'por', 'do', 'pois', 'assistir', 'que', 'se', 'estão', 'celular', 'uma', 'filhos', 'casa', 'são', 'uso', 'danos', 'dor', 'como', 'contato', 'tempo', 'conteudo', 'as', 'da', 'estranhos', 'sites', 'devem', 'uso', 'improprios', 'a', 'observar', 'pais', 'a', 'mas', 'pode', 'bom', 'devem', 'tempo', 'a']",29-02-2024,08:03,08:15,12.0,"['erro', 'aceitavel', 'exata', 'exata', 'erro', 'aceitavel', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'classe_correta', 'classe_correta', 'aceitavel', 'classe_correta', 'erro', 'aceitavel', 'exata', 'exata', 'exata', 'classe_correta', 'erro', 'classe_correta', 'erro', 'exata', 'aceitavel', 'aceitavel', 'exata', 'erro', 'exata', 'aceitavel', 'exata', 'erro', 'erro']","('exata', 4)","('exata', 5)","('exata', 3)","('aceitavel', 2)",72.368,0.565,47.368,18,0,7,5,8,0
EST_078,6,B,O uso dos celulares por crianças,"['Também', 'metodos', 'De', 'do', 'Pois', 'assisitir', 'que', 'se', 'moram', 'celular', 'uma', 'filhos', 'casa', 'são', 'uso', 'problemas', 'dor', 'como', 'problema', 'também', 'uso', 'as', 'da', 'estranhos', 'sites', 'também', 'uso', 'usado', 'a', 'as', 'avaliadores', 'a', 'Também', 'pode', 'também', 'tem', 'o', 'manter']",29-02-2024,08:00,08:14,14.0,"['erro', 'aceitavel', 'classe_correta', 'exata', 'erro', 'aceitavel', 'exata', 'exata', 'erro', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'classe_correta', 'aceitavel', 'classe_correta', 'erro', 'classe_correta', 'exata', 'exata', 'exata', 'classe_correta', 'exata', 'classe_correta', 'grafia_incorreta', 'exata', 'erro', 'aceitavel', 'exata', 'classe_correta', 'exata', 'erro', 'classe_correta', 'exata', 'classe_correta']","('exata', 2)","('exata', 6)","('exata', 3)","('erro', 1)",72.368,0.518,47.368,18,1,4,9,6,0
EST_080,6,B,O uso dos celulares por crianças,"['tanbém', 'amigos', 'em', 'do', 'etanbem', 'abaixar', 'para', 'também', 'é', 'professores', 'uma', 'filhos', 'aula', 'são', 'uso', 'plobrema', 'ploblema', 'manter', 'local', 'ao', 'jogos', 'as', 'de', 'amigos', 'internet', 'responsavel', 'uso', 'ao', 'as', 'tambem', 'coisas', 'as', 'proibido', 'em', 'importante', 'em', 'o', 'as']",29-02-2024,08:00,08:27,27.0,"['erro', 'aceitavel', 'classe_correta', 'exata', 'erro', 'aceitavel', 'erro', 'erro', 'aceitavel', 'classe_correta', 'exata', 'exata', 'classe_correta', 'exata', 'exata', 'grafia_incorreta', 'aceitavel', 'erro', 'aceitavel', 'erro', 'aceitavel', 'exata', 'grafia_incorreta', 'erro', 'erro', 'erro', 'classe_correta', 'erro', 'grafia_incorreta', 'erro', 'aceitavel', 'grafia_incorreta', 'erro', 'erro', 'exata', 'erro', 'exata', 'erro']","('erro', 2)","('exata', 2)","('erro', 3)","('erro', 2)",55.263,0.851,21.053,8,4,7,4,15,0
EST_085,6,A,O uso dos celulares por crianças,"['mas', 'programas', 'por', 'do', 'para', 'acesso', 'que', 'lógica', 'estão', 'celular', 'uma', 'filhos', 'casa', 'são', 'uso', 'danos', 'dor', 'como', 'anti', 'seus', 'uso', 'suas', 'da', 'desconhecidos', 'sites', 'sempre', 'uso', 'utilizados', 'sua', 'todas', 'jogos', 'a', '-', 'pode', 'preciso', 'devem', 'o', 'ter']",29-02-2024,08:03,08:15,12.0,"['aceitavel', 'aceitavel', 'exata', 'exata', 'exata', 'grafia_incorreta', 'exata', 'erro', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'classe_correta', 'classe_correta', 'aceitavel', 'erro', 'aceitavel', 'classe_correta', 'grafia_incorreta', 'exata', 'erro', 'classe_correta', 'aceitavel', 'classe_correta', 'grafia_incorreta', 'erro', 'erro', 'aceitavel', 'exata', 'branco', 'exata', 'aceitavel', 'exata', 'exata', 'classe_correta']","('exata', 3)","('exata', 5)","('classe_correta', 1)","('exata', 2)",76.316,0.493,42.105,16,3,7,6,5,1
EST_097,6,B,O uso dos celulares por crianças,"['Isso', 'amigos', 'De', 'do', 'para', 'assisitir', 'que', 'também', 'são', 'celular', 'a', 'filhos', 'casa', 'são', 'uso', 'problemas', 'dor', 'como', 'problemas', 'os', 'aplicativos', 'as', 'na', 'celular', 'aplicativos', 'bons', 'filho', '-', 'a', 'observar', 'aplicativo', 'a', 'Para', 'pode', 'poder', 'devem', 'o', 'permitir']",29-02-2024,08:00,08:31,31.0,"['erro', 'aceitavel', 'classe_correta', 'exata', 'exata', 'aceitavel', 'exata', 'erro', 'classe_correta', 'exata', 'erro', 'exata', 'exata', 'exata', 'exata', 'exata', 'classe_correta', 'aceitavel', 'classe_correta', 'classe_correta', 'aceitavel', 'exata', 'grafia_incorreta', 'erro', 'aceitavel', 'erro', 'aceitavel', 'branco', 'exata', 'aceitavel', 'aceitavel', 'exata', 'erro', 'exata', 'erro', 'exata', 'exata', 'grafia_incorreta']","('exata', 2)","('exata', 5)","('aceitavel', 1)","('aceitavel', 2)",72.368,0.565,39.474,15,2,8,5,7,1
EST_104,6,A,O uso dos celulares por crianças,"['isso', 'prós', 'bom', 'controlado', 'para', 'acessar', 'ludicos', 'comunicação', 'estão', 'celular', 'boa', 'filhos', 'casa', 'são', 'uso', 'problemas', 'dor', 'má', 'insolamento', 'os', 'uso', 'as', 'da', 'desconhecidos', 'conteúdos', 'podem', 'acesso', 'inapropriados', 'a', 'olhar', 'usuarios', 'antes', 'supervisionar', 'pode', 'deve', 'precisão', 'controladamente', 'manter']",29-02-2024,08:03,08:23,20.0,"['erro', 'exata', 'erro', 'erro', 'exata', 'exata', 'erro', 'erro', 'exata', 'exata', 'erro', 'exata', 'exata', 'exata', 'exata', 'exata', 'classe_correta', 'erro', 'grafia_incorreta', 'classe_correta', 'classe_correta', 'exata', 'exata', 'erro', 'exata', 'erro', 'aceitavel', 'erro', 'exata', 'aceitavel', 'grafia_incorreta', 'erro', 'erro', 'exata', 'erro', 'erro', 'erro', 'classe_correta']","('erro', 2)","('exata', 5)","('exata', 2)","('erro', 3)",55.263,0.851,39.474,15,2,2,4,15,0
EST_105,6,A,O uso dos celulares por crianças,"['também', 'acessos', 'por', 'do', 'que', 'ver', 'que', 'a', 'estão', 'celular', 'uma', 'filhos', 'casa', 'são', 'uso', 'danos', 'dor', 'na', 'ant', 'alguns', 'uso', 'as', 'da', 'estranhos', 'aplicativos', 'responsaveis', 'filho', 'inapropriado', 'a', 'olhar', 'aplicativos', 'a', 'mas', 'também', 'para', 'devem', 'o', 'ajudar']",29-02-2024,08:03,08:13,10.0,"['erro', 'aceitavel', 'exata', 'exata', 'erro', 'aceitavel', 'exata', 'erro', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'classe_correta', 'classe_correta', 'classe_correta', 'classe_correta', 'exata', 'classe_correta', 'exata', 'exata', 'exata', 'aceitavel', 'erro', 'aceitavel', 'classe_correta', 'exata', 'aceitavel', 'aceitavel', 'exata', 'erro', 'erro', 'erro', 'exata', 'exata', 'classe_correta']","('exata', 2)","('exata', 5)","('exata', 3)","('erro', 3)",72.368,0.542,47.368,18,0,6,7,7,0
EST_113,6,A,O uso dos celulares por crianças,"['atençao', 'problemas', 'é', 'do', 'para', 'ver', 'educativos', 'bom', 'estão', 'celular', 'varia', 'filhos', 'estudos', 'é', 'uso', 'serios', 'dor', 'a', 'uso', 'os', 'uso', 'as', 'da', 'usa', 'coisas', 'pois', 'acesso', 'impróprios', 'a', 'para', 'osos', 'a', 'para', 'deve', 'importante', 'devem', 'o', 'crianças']",29-02-2024,08:03,08:21,18.0,"['erro', 'aceitavel', 'erro', 'exata', 'exata', 'aceitavel', 'erro', 'erro', 'exata', 'exata', 'erro', 'exata', 'classe_correta', 'aceitavel', 'exata', 'aceitavel', 'classe_correta', 'aceitavel', 'aceitavel', 'classe_correta', 'classe_correta', 'exata', 'exata', 'erro', 'aceitavel', 'erro', 'aceitavel', 'erro', 'exata', 'erro', 'erro', 'exata', 'erro', 'aceitavel', 'exata', 'exata', 'exata', 'erro']","('exata', 2)","('aceitavel', 2)","('exata', 2)","('exata', 3)",63.158,0.719,34.211,13,0,9,4,12,0
EST_114,6,B,O uso dos celulares por crianças,"['Mas', 'livros', 'estudos', 'do', 'para', 'ter', 'que', 'permitisi', 'estam', 'celular', 'chanse', 'filhos', 'casa', 'são', 'uso', 'problemas', 'dor', 'na', 'isolamento', 'que', 'uso', 'para', 'da', 'pessoas', 'site', 'tem', 'uso', 'usado', 'as', 'pelas', 'pais', 'as', 'que', 'e', 'para', 'poden', 'o', 'estabelecer']",29-02-2024,08:00,08:21,21.0,"['aceitavel', 'classe_correta', 'erro', 'exata', 'exata', 'classe_correta', 'exata', 'erro', 'grafia_incorreta', 'exata', 'erro', 'exata', 'exata', 'exata', 'exata', 'exata', 'classe_correta', 'classe_correta', 'exata', 'erro', 'classe_correta', 'erro', 'exata', 'erro', 'aceitavel', 'erro', 'classe_correta', 'grafia_incorreta', 'grafia_incorreta', 'erro', 'aceitavel', 'grafia_incorreta', 'erro', 'erro', 'erro', 'aceitavel', 'exata', 'aceitavel']","('exata', 2)","('exata', 5)","('grafia_incorreta', 2)","('erro', 3)",63.158,0.696,31.579,12,4,5,6,11,0
EST_115,6,A,O uso dos celulares por crianças,"['e', 'ablicativos', 'amigos', 'de', 'para', 'brincar', 'conteúdos', 'consentração', 'conhece', 'celular', 'amor', 'comcentrado', 'celulares', 'das', 'brincar', 'a', 'raiva', 'como', 'celular', 'educação', 'celulares', 'brincar', 'da', 'familía', 'internet', 'pega', 'brincar', 'perigoso', 'celular', 'celulares', 'contatos', 'pagar', 'perigo', 'perigoso', 'celular', 'celula', 'o', '-']",29-02-2024,08:03,08:21,18.0,"['classe_correta', 'erro', 'erro', 'grafia_incorreta', 'exata', 'aceitavel', 'erro', 'erro', 'erro', 'exata', 'erro', 'erro', 'aceitavel', 'erro', 'erro', 'erro', 'aceitavel', 'aceitavel', 'aceitavel', 'erro', 'aceitavel', 'erro', 'exata', 'erro', 'erro', 'erro', 'erro', 'erro', 'erro', 'erro', 'aceitavel', 'erro', 'erro', 'erro', 'erro', 'erro', 'exata', 'branco']","('erro', 3)","('erro', 3)","('erro', 6)","('erro', 5)",32.895,1.407,10.526,4,1,7,1,24,1
EST_118,6,A,O uso dos celulares por crianças,"['mas', 'bons', 'de', 'do', 'para', 'ter', 'que', 'pode', 'estão', 'celular', 'uma', 'filhos', 'casa', 'são', 'luz', 'problemas', 'dor', 'como', '-', 'alguns', 'uso', 'as', 'da', 'pessoas', 'páginas', '-', 'quanto', 'para', 'conteúdo', 'olhar', 'usuários', 'suas', 'mas', 'pode', 'bom', 'devem', 'o', 'com']",29-02-2024,08:03,08:21,18.0,"['aceitavel', 'erro', 'classe_correta', 'exata', 'exata', 'classe_correta', 'exata', 'erro', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'aceitavel', 'exata', 'classe_correta', 'aceitavel', 'branco', 'exata', 'classe_correta', 'exata', 'exata', 'erro', 'aceitavel', 'branco', 'erro', 'erro', 'erro', 'aceitavel', 'exata', 'erro', 'erro', 'exata', 'aceitavel', 'exata', 'exata', 'erro']","('exata', 2)","('exata', 4)","('erro', 3)","('erro', 2)",65.789,0.678,44.737,17,0,6,4,9,2
EST_119,6,B,O uso dos celulares por crianças,"['Então', 'aplicativos', 'De', 'do', 'para', 'acessa', 'que', 'a', 'mora', 'celular', 'uma', 'filhos', 'casa', 'são', 'celular', 'dor', 'dor', 'de', 'afastamento', 'alguns', 'usos', 'que', 'na', 'xingamentos', 'conteudos', 'que', 'celular', 'impróprios', 'direito', 'certa', 'aplicativos', 'suas', 'Porque', 'te', 'bom', 'devem', 'o', 'te']",29-02-2024,08:00,08:14,14.0,"['erro', 'aceitavel', 'classe_correta', 'exata', 'exata', 'grafia_incorreta', 'exata', 'erro', 'erro', 'exata', 'exata', 'exata', 'exata', 'exata', 'aceitavel', 'classe_correta', 'classe_correta', 'exata', 'grafia_incorreta', 'exata', 'classe_correta', 'erro', 'grafia_incorreta', 'erro', 'grafia_incorreta', 'erro', 'classe_correta', 'erro', 'erro', 'erro', 'aceitavel', 'erro', 'erro', 'erro', 'aceitavel', 'exata', 'exata', 'erro']","('exata', 2)","('exata', 4)","('erro', 2)","('erro', 3)",59.211,0.771,31.579,12,4,4,5,13,0
EST_125,6,A,O uso dos celulares por crianças,"['Atualmente', 'jogar', 'Comversar', 'um', '-', 'crianças', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']",29-02-2024,08:03,08:16,13.0,"['erro', 'erro', 'erro', 'erro', 'branco', 'erro', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco']","('erro', 4)","('branco', 10)","('branco', 9)","('branco', 9)",0.0,0.0,0.0,0,0,0,0,5,33
EST_135,6,A,O uso dos celulares por crianças,"['mas', 'conteúdos', 'de', 'do', 'para', 'ver', 'que', 'para', 'estão', 'celular', 'uma', 'filhos', 'casa', 'são', 'uso', 'danos', 'dor', 'da', 'problema', 'alguns', 'uso', 'as', 'da', 'pessoas', 'noticiários', 'sempre', 'tipo', 'usados', 'sempre', 'conteúdo', 'isso', 'a', 'e', 'pode', 'preciso', 'devem', 'o', 'proteger']",29-02-2024,08:03,08:12,9.0,"['aceitavel', 'aceitavel', 'classe_correta', 'exata', 'exata', 'aceitavel', 'exata', 'erro', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'classe_correta', 'classe_correta', 'grafia_incorreta', 'classe_correta', 'exata', 'classe_correta', 'exata', 'exata', 'erro', 'aceitavel', 'aceitavel', 'exata', 'exata', 'erro', 'erro', 'erro', 'exata', 'erro', 'exata', 'aceitavel', 'exata', 'exata', 'aceitavel']","('aceitavel', 2)","('exata', 5)","('exata', 2)","('erro', 2)",77.632,0.483,50.0,19,1,7,5,6,0
EST_136,6,A,O uso dos celulares por crianças,"['porém', 'jogos', 'para', 'do', 'para', 'jogar', 'que', 'estimulam', 'estão', 'celular', 'uma', 'filhos', 'casa', 'são', 'uso', 'problemas', 'dor', 'como', 'problema', 'alguns', 'uso', 'as', 'da', 'virus', 'conteúdos', '-', 'uso', 'usados', 'a', 'também', 'aplicativos', 'a', 'porém', 'podem', 'preciso', 'devem', 'o', 'a']",29-02-2024,08:03,08:11,8.0,"['aceitavel', 'aceitavel', 'grafia_incorreta', 'exata', 'exata', 'aceitavel', 'exata', 'erro', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'classe_correta', 'aceitavel', 'classe_correta', 'exata', 'classe_correta', 'exata', 'exata', 'erro', 'exata', 'branco', 'classe_correta', 'exata', 'exata', 'erro', 'aceitavel', 'exata', 'erro', 'grafia_incorreta', 'aceitavel', 'exata', 'exata', 'erro']","('aceitavel', 2)","('exata', 6)","('exata', 2)","('exata', 2)",78.947,0.474,52.632,20,2,6,4,5,1
EST_140,6,B,O uso dos celulares por crianças,"['Mas', 'habitos', 'Existe', 'do', 'para', 'ter', 'que', 'se', 'estão', 'celular', 'como', 'filhos', 'cogitação', 'são', 'luz', 'problemas', 'dor', 'e', 'problema', 'alguns', 'vícil', 'as', 'na', 'estranhos', 'aplicativo', 'precisam', 'filho', 'inaceitaveis', 'a', 'verificar', 'aplicativos', 'a', 'Mas', 'pode', 'preciso', 'devem', 'o', 'garantir']",29-02-2024,08:00,08:37,37.0,"['aceitavel', 'aceitavel', 'erro', 'exata', 'exata', 'classe_correta', 'exata', 'exata', 'exata', 'exata', 'erro', 'exata', 'aceitavel', 'exata', 'aceitavel', 'exata', 'classe_correta', 'grafia_incorreta', 'classe_correta', 'exata', 'erro', 'exata', 'grafia_incorreta', 'exata', 'aceitavel', 'erro', 'aceitavel', 'erro', 'exata', 'classe_correta', 'aceitavel', 'exata', 'erro', 'exata', 'aceitavel', 'exata', 'exata', 'exata']","('exata', 4)","('erro', 1)","('erro', 1)","('exata', 3)",78.947,0.474,47.368,18,2,8,4,6,0
EST_144,6,B,O uso dos celulares por crianças,"['mas', 'defeitos', 'De', 'do', 'para', 'assisitir', 'que', 'ajudam', 'estão', 'celular', 'uma', 'filhos', 'supervisão', 'são', 'uso', 'problemas', 'dor', 'de', 'controle', 'os', 'uso', 'as', 'da', 'estranhos', 'coisas', 'deles', 'uso', 'explicidos', 'a', 'das', 'pais', 'a', 'Entretanto', 'pode', 'por', 'precisam', 'o', 'sua']",29-02-2024,08:00,08:21,21.0,"['aceitavel', 'aceitavel', 'classe_correta', 'exata', 'exata', 'aceitavel', 'exata', 'erro', 'exata', 'exata', 'exata', 'exata', 'aceitavel', 'exata', 'exata', 'exata', 'classe_correta', 'exata', 'classe_correta', 'classe_correta', 'classe_correta', 'exata', 'exata', 'exata', 'aceitavel', 'erro', 'classe_correta', 'classe_correta', 'exata', 'erro', 'aceitavel', 'exata', 'erro', 'exata', 'erro', 'aceitavel', 'exata', 'erro']","('aceitavel', 2)","('exata', 3)","('exata', 3)","('erro', 1)",75.0,0.501,47.368,18,0,7,7,6,0
EST_162,6,B,O uso dos celulares por crianças,"['Realmente', 'hábito', 'A', 'de', 'para', 'ver', 'que', 'ajudão', 'São', 'celular', 'uma', 'pequenos', 'casa', 'são', 'usso', 'danos', 'dor', 'na', 'ficar', 'os', 'ficar', 'as', 'na', 'desconhecidos', 'conteudos', 'que', 'sites', 'infantis', 'a', 'olhar', 'pais', 'as', 'Mas', 'pode', 'preciso', 'devem', 'o', 'melhorar']",29-02-2024,08:00,08:20,20.0,"['erro', 'aceitavel', 'classe_correta', 'grafia_incorreta', 'exata', 'aceitavel', 'exata', 'erro', 'classe_correta', 'exata', 'exata', 'erro', 'exata', 'exata', 'grafia_incorreta', 'classe_correta', 'classe_correta', 'classe_correta', 'erro', 'classe_correta', 'erro', 'exata', 'grafia_incorreta', 'erro', 'grafia_incorreta', 'erro', 'classe_correta', 'erro', 'exata', 'aceitavel', 'aceitavel', 'grafia_incorreta', 'erro', 'exata', 'aceitavel', 'exata', 'exata', 'aceitavel']","('erro', 1)","('classe_correta', 3)","('erro', 1)","('aceitavel', 2)",67.105,0.623,28.947,11,5,6,7,9,0
EST_165,6,B,O uso dos celulares por crianças,"['Sempre', 'conteúdo', 'Por', 'do', 'para', 'ter', 'que', 'ajudam', 'Estão', 'celular', 'uma', 'filhos', 'casa', 'São', 'Uso', 'Problemas', 'Dor', 'De', 'Uso', 'que', 'uso', 'as', 'Da', 'Pessoas', 'sites', 'Sempre', 'uso', 'usados', 'a', 'as', 'adultos', 'a', 'também', 'pode', 'importante', 'devem', 'Sempre', 'ter']",29-02-2024,08:00,08:22,22.0,"['erro', 'aceitavel', 'exata', 'exata', 'exata', 'classe_correta', 'exata', 'erro', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'classe_correta', 'exata', 'aceitavel', 'erro', 'classe_correta', 'exata', 'exata', 'erro', 'classe_correta', 'aceitavel', 'classe_correta', 'exata', 'exata', 'erro', 'aceitavel', 'exata', 'classe_correta', 'exata', 'exata', 'exata', 'erro', 'classe_correta']","('exata', 3)","('exata', 6)","('exata', 2)","('exata', 3)",75.0,0.501,55.263,21,0,4,7,6,0
