discente,ano,turma,texto,respostas,data,tempo_inicial,tempo_final,lemma_pos,avaliacao_lacunas,percentual_acerto,compreensao,velocidade
EST_105,6,A,O uso dos celulares por crianças,"['também', 'acessos', 'por', 'do', 'que', 'ver', 'que', 'a', 'estão', 'celular', 'uma', 'filhos', 'casa', 'são', 'uso', 'danos', 'dor', 'na', 'ant', 'alguns', 'uso', 'as', 'da', 'estranhos', 'aplicativos', 'responsaveis', 'filho', 'inapropriado', 'a', 'olhar', 'aplicativos', 'a', 'mas', 'também', 'para', 'devem', 'o', 'ajudar']",29-02-2024,08:03,08:13,"[('também', 'ADV'), ('acesso', 'NOUN'), ('por', 'ADP'), ('de o', 'ADP'), ('que', 'SCONJ'), ('ver', 'VERB'), ('que', 'SCONJ'), ('a', 'ADP'), ('estar', 'AUX'), ('celular', 'NOUN'), ('um', 'DET'), ('filho', 'NOUN'), ('casa', 'NOUN'), ('ser', 'AUX'), ('uso', 'NOUN'), ('dano', 'NOUN'), ('dor', 'NOUN'), ('em o', 'ADP'), ('ant', 'NOUN'), ('algum', 'DET'), ('uso', 'NOUN'), ('o', 'DET'), ('de o', 'ADP'), ('estranho', 'ADJ'), ('aplicativo', 'NOUN'), ('responsavel', 'NOUN'), ('filho', 'NOUN'), ('inapropriar', 'VERB'), ('a', 'ADP'), ('olhar', 'VERB'), ('aplicativo', 'NOUN'), ('a', 'ADP'), ('mas', 'CCONJ'), ('também', 'ADV'), ('para', 'ADP'), ('dever', 'VERB'), ('o', 'DET'), ('ajudar', 'VERB')]","[0.997, 0.956, 0.667, 1, 0, 0.967, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0.978, 1.0, 0.696, 0.461, 1, 0.717, 1, 1, 1, 0.988, 0, 0.973, 0.526, 1, 0.889, 0.985, 1, 0, 0, 0, 1, 1, 0.804]",47.368421052631575,77.9007496436437,10.0
EST_113,6,A,O uso dos celulares por crianças,"['atençao', 'problemas', 'é', 'do', 'para', 'ver', 'educativos', 'bom', 'estão', 'celular', 'varia', 'filhos', 'estudos', 'é', 'uso', 'serios', 'dor', 'a', 'uso', 'os', 'uso', 'as', 'da', 'usa', 'coisas', 'pois', 'acesso', 'impróprios', 'a', 'para', 'osos', 'a', 'para', 'deve', 'importante', 'devem', 'o', 'crianças']",29-02-2024,08:03,08:21,"[('atençao', 'NOUN'), ('problema', 'NOUN'), ('ser', 'AUX'), ('de o', 'ADP'), ('para', 'ADP'), ('ver', 'VERB'), ('educativo', 'ADJ'), ('bom', 'ADJ'), ('estar', 'AUX'), ('celular', 'NOUN'), ('variar', 'VERB'), ('filho', 'NOUN'), ('estudo', 'NOUN'), ('ser', 'AUX'), ('uso', 'NOUN'), ('serio', 'NOUN'), ('dor', 'NOUN'), ('a', 'ADP'), ('uso', 'NOUN'), ('o', 'DET'), ('uso', 'NOUN'), ('o', 'DET'), ('de o', 'ADP'), ('usar', 'VERB'), ('coisa', 'NOUN'), ('pois', 'SCONJ'), ('acesso', 'NOUN'), ('impróprio', 'ADJ'), ('a', 'ADP'), ('para', 'ADP'), ('oso', 'ADJ'), ('a', 'ADP'), ('para', 'ADP'), ('dever', 'VERB'), ('importante', 'ADJ'), ('dever', 'VERB'), ('o', 'DET'), ('criança', 'NOUN')]","[0, 0.977, 0, 1, 1, 0.967, 0, 0, 1, 1, 0, 1, 0.889, 1.0, 1, 0.983, 1.0, 0.891, 0.92, 0.517, 0.717, 1, 1, 0, 0.98, 0, 0.983, 0, 1, 0, 0, 1, 0, 0.995, 1, 1, 1, 0]",34.21052631578947,65.3153521293088,18.0
EST_114,6,B,O uso dos celulares por crianças,"['Mas', 'livros', 'estudos', 'do', 'para', 'ter', 'que', 'permitisi', 'estam', 'celular', 'chanse', 'filhos', 'casa', 'são', 'uso', 'problemas', 'dor', 'na', 'isolamento', 'que', 'uso', 'para', 'da', 'pessoas', 'site', 'tem', 'uso', 'usado', 'as', 'pelas', 'pais', 'as', 'que', 'e', 'para', 'poden', 'o', 'estabelecer']",29-02-2024,08:00,08:21,"[('mas', 'CCONJ'), ('livro', 'NOUN'), ('estudo', 'NOUN'), ('de o', 'ADP'), ('para', 'ADP'), ('ter', 'VERB'), ('que', 'SCONJ'), ('permitisi', 'ADJ'), ('estar', 'VERB'), ('celular', 'NOUN'), ('chanse', 'NOUN'), ('filho', 'NOUN'), ('casa', 'NOUN'), ('ser', 'AUX'), ('uso', 'NOUN'), ('problema', 'NOUN'), ('dor', 'NOUN'), ('em o', 'ADP'), ('isolamento', 'NOUN'), ('que', 'SCONJ'), ('uso', 'NOUN'), ('para', 'ADP'), ('de o', 'ADP'), ('pessoa', 'NOUN'), ('site', 'NOUN'), ('ter', 'VERB'), ('uso', 'NOUN'), ('usar', 'VERB'), ('o', 'DET'), ('por o', 'ADP'), ('pai', 'NOUN'), ('o', 'DET'), ('que', 'SCONJ'), ('e', 'CCONJ'), ('para', 'ADP'), ('podenr', 'VERB'), ('o', 'DET'), ('estabelecer', 'VERB')]","[0, 0.729, 0, 1, 1, 0.64, 1, 0, 0.6, 1, 0, 1, 1, 1, 1, 1, 1.0, 0.696, 1, 0, 0.717, 0, 1, 0, 0.912, 0, 0.692, 0.8, 0.5, 0, 0.557, 0.5, 0, 0, 0, 0.991, 1, 0.999]",31.57894736842105,58.77141243533085,21.0
EST_115,6,A,O uso dos celulares por crianças,"['e', 'ablicativos', 'amigos', 'de', 'para', 'brincar', 'conteúdos', 'consentração', 'conhece', 'celular', 'amor', 'comcentrado', 'celulares', 'das', 'brincar', 'a', 'raiva', 'como', 'celular', 'educação', 'celulares', 'brincar', 'da', 'familía', 'internet', 'pega', 'brincar', 'perigoso', 'celular', 'celulares', 'contatos', 'pagar', 'perigo', 'perigoso', 'celular', 'celula', 'o', '-']",29-02-2024,08:03,08:21,"[('e', 'CCONJ'), ('ablicativo', 'ADJ'), ('amigo', 'NOUN'), ('de', 'ADP'), ('para', 'ADP'), ('brincar', 'VERB'), ('conteúdo', 'NOUN'), ('consentração', 'NOUN'), ('conhecer', 'VERB'), ('celular', 'NOUN'), ('amor', 'NOUN'), ('comcentrar', 'VERB'), ('celular', 'NOUN'), ('de o', 'ADP'), ('brincar', 'VERB'), ('a', 'ADP'), ('raiva', 'NOUN'), ('como', 'ADP'), ('celular', 'NOUN'), ('educação', 'NOUN'), ('celular', 'NOUN'), ('brincar', 'VERB'), ('de o', 'ADP'), ('Familía', 'PROPN'), ('Internet', 'PROPN'), ('pegar', 'VERB'), ('brincar', 'VERB'), ('perigoso', 'ADJ'), ('celular', 'NOUN'), ('celular', 'NOUN'), ('contato', 'NOUN'), ('pagar', 'VERB'), ('perigo', 'NOUN'), ('perigoso', 'ADJ'), ('celular', 'NOUN'), ('celula', 'NOUN'), ('o', 'DET'), ('-', 'PUNCT')]","[0, 0, 0, 0.5, 1, 0.973, 0, 0, 0, 1, 0, 0, 0.521, 0, 0, 0, 0.549, 0.957, 0.926, 0, 0.721, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0.993, 0, 0, 0, 0, 0, 1, 0]",10.526315789473683,26.683116727753692,18.0
EST_118,6,A,O uso dos celulares por crianças,"['mas', 'bons', 'de', 'do', 'para', 'ter', 'que', 'pode', 'estão', 'celular', 'uma', 'filhos', 'casa', 'são', 'luz', 'problemas', 'dor', 'como', '-', 'alguns', 'uso', 'as', 'da', 'pessoas', 'páginas', '-', 'quanto', 'para', 'conteúdo', 'olhar', 'usuários', 'suas', 'mas', 'pode', 'bom', 'devem', 'o', 'com']",29-02-2024,08:03,08:21,"[('mas', 'CCONJ'), ('bom', 'ADJ'), ('de', 'ADP'), ('de o', 'ADP'), ('para', 'ADP'), ('ter', 'VERB'), ('que', 'SCONJ'), ('poder', 'VERB'), ('estar', 'AUX'), ('celular', 'NOUN'), ('um', 'DET'), ('filho', 'NOUN'), ('casa', 'NOUN'), ('ser', 'AUX'), ('luz', 'NOUN'), ('problema', 'NOUN'), ('dor', 'NOUN'), ('como', 'ADP'), ('-', 'PUNCT'), ('algum', 'DET'), ('uso', 'NOUN'), ('o', 'DET'), ('de o', 'ADP'), ('pessoa', 'NOUN'), ('página', 'NOUN'), ('-', 'PUNCT'), ('quanto', 'ADV'), ('para', 'ADP'), ('conteúdo', 'NOUN'), ('olhar', 'VERB'), ('usuário', 'NOUN'), ('seu', 'DET'), ('mas', 'CCONJ'), ('poder', 'VERB'), ('bom', 'ADJ'), ('dever', 'VERB'), ('o', 'DET'), ('com', 'ADP')]","[0, 0, 0.527, 1, 1, 0.64, 1, 0, 1, 1, 1, 1, 1, 1, 0.934, 1, 1.0, 0.957, 0, 1, 0.717, 1, 1, 0, 0.991, 0, 0, 0, 0, 0.889, 1, 0, 0, 1, 0.91, 1, 1, 0]",44.73684210526316,64.64454824202939,18.0
EST_119,6,B,O uso dos celulares por crianças,"['Então', 'aplicativos', 'De', 'do', 'para', 'acessa', 'que', 'a', 'mora', 'celular', 'uma', 'filhos', 'casa', 'são', 'celular', 'dor', 'dor', 'de', 'afastamento', 'alguns', 'usos', 'que', 'na', 'xingamentos', 'conteudos', 'que', 'celular', 'impróprios', 'direito', 'certa', 'aplicativos', 'suas', 'Porque', 'te', 'bom', 'devem', 'o', 'te']",29-02-2024,08:00,08:14,"[('então', 'ADV'), ('aplicativo', 'NOUN'), ('de', 'ADP'), ('de o', 'ADP'), ('para', 'ADP'), ('acessar', 'VERB'), ('que', 'SCONJ'), ('a', 'ADP'), ('morar', 'VERB'), ('celular', 'NOUN'), ('um', 'DET'), ('filho', 'NOUN'), ('casa', 'NOUN'), ('ser', 'AUX'), ('celular', 'NOUN'), ('dor', 'NOUN'), ('dor', 'NOUN'), ('de', 'ADP'), ('afastamento', 'NOUN'), ('algum', 'DET'), ('uso', 'NOUN'), ('que', 'SCONJ'), ('em o', 'ADP'), ('xingamento', 'NOUN'), ('conteudo', 'NOUN'), ('que', 'SCONJ'), ('celular', 'NOUN'), ('impróprio', 'ADJ'), ('direito', 'NOUN'), ('certo', 'DET'), ('aplicativo', 'NOUN'), ('seu', 'DET'), ('porque', 'SCONJ'), ('te', 'PRON'), ('bom', 'ADJ'), ('dever', 'VERB'), ('o', 'DET'), ('te', 'PRON')]","[0.986, 0.983, 0.527, 1, 1, 0.833, 1, 0, 0, 1, 1, 1, 1, 1, 0.898, 0.64, 1.0, 1, 0.545, 1, 0.717, 0, 0.5, 0, 0.889, 0, 0.691, 0, 0, 0, 0.985, 0, 0, 0, 0.91, 1, 1, 0]",31.57894736842105,60.80275570083526,14.0
EST_125,6,A,O uso dos celulares por crianças,"['Atualmente', 'jogar', 'Comversar', 'um', '-', 'crianças', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']",29-02-2024,08:03,08:16,"[('atualmente', 'ADV'), ('jogar', 'VERB'), ('Comversar', 'PROPN'), ('um', 'DET'), ('-', 'PUNCT'), ('criança', 'NOUN'), ('-', 'PUNCT'), ('-', 'PUNCT'), ('-', 'PUNCT'), ('-', 'PUNCT'), ('-', 'PUNCT'), ('-', 'PUNCT'), ('-', 'PUNCT'), ('-', 'PUNCT'), ('-', 'PUNCT'), ('-', 'PUNCT'), ('-', 'PUNCT'), ('-', 'PUNCT'), ('-', 'PUNCT'), ('-', 'PUNCT'), ('-', 'PUNCT'), ('-', 'PUNCT'), ('-', 'PUNCT'), ('-', 'PUNCT'), ('-', 'PUNCT'), ('-', 'PUNCT'), ('-', 'PUNCT'), ('-', 'PUNCT'), ('-', 'PUNCT'), ('-', 'PUNCT'), ('-', 'PUNCT'), ('-', 'PUNCT'), ('-', 'PUNCT'), ('-', 'PUNCT'), ('-', 'PUNCT'), ('-', 'PUNCT'), ('-', 'PUNCT'), ('-', 'PUNCT')]","[0.994, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,2.6160773791764913,13.0
EST_135,6,A,O uso dos celulares por crianças,"['mas', 'conteúdos', 'de', 'do', 'para', 'ver', 'que', 'para', 'estão', 'celular', 'uma', 'filhos', 'casa', 'são', 'uso', 'danos', 'dor', 'da', 'problema', 'alguns', 'uso', 'as', 'da', 'pessoas', 'noticiários', 'sempre', 'tipo', 'usados', 'sempre', 'conteúdo', 'isso', 'a', 'e', 'pode', 'preciso', 'devem', 'o', 'proteger']",29-02-2024,08:03,08:12,"[('mas', 'CCONJ'), ('conteúdo', 'NOUN'), ('de', 'ADP'), ('de o', 'ADP'), ('para', 'ADP'), ('ver', 'VERB'), ('que', 'SCONJ'), ('para', 'ADP'), ('estar', 'AUX'), ('celular', 'NOUN'), ('um', 'DET'), ('filho', 'NOUN'), ('casa', 'NOUN'), ('ser', 'AUX'), ('uso', 'NOUN'), ('dano', 'NOUN'), ('dor', 'NOUN'), ('de o', 'ADP'), ('problema', 'NOUN'), ('algum', 'DET'), ('uso', 'NOUN'), ('o', 'DET'), ('de o', 'ADP'), ('pessoa', 'NOUN'), ('noticiário', 'NOUN'), ('sempre', 'ADV'), ('tipo', 'NOUN'), ('usar', 'VERB'), ('sempre', 'ADV'), ('conteúdo', 'NOUN'), ('isso', 'PRON'), ('a', 'ADP'), ('e', 'CCONJ'), ('poder', 'VERB'), ('preciso', 'ADJ'), ('dever', 'VERB'), ('o', 'DET'), ('proteger', 'VERB')]","[0, 0.991, 0.527, 1, 1, 0.967, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0.978, 1.0, 0.5, 0.683, 1, 0.717, 1, 1, 0, 0.964, 0.996, 1, 1, 0, 0, 0, 1, 0, 1, 0.925, 1, 1, 0.997]",50.0,76.96235993190815,9.0
EST_136,6,A,O uso dos celulares por crianças,"['porém', 'jogos', 'para', 'do', 'para', 'jogar', 'que', 'estimulam', 'estão', 'celular', 'uma', 'filhos', 'casa', 'são', 'uso', 'problemas', 'dor', 'como', 'problema', 'alguns', 'uso', 'as', 'da', 'virus', 'conteúdos', '-', 'uso', 'usados', 'a', 'também', 'aplicativos', 'a', 'porém', 'podem', 'preciso', 'devem', 'o', 'a']",29-02-2024,08:03,08:11,"[('porém', 'CCONJ'), ('jogo', 'NOUN'), ('para', 'ADP'), ('de o', 'ADP'), ('para', 'ADP'), ('jogar', 'VERB'), ('que', 'SCONJ'), ('estimular', 'VERB'), ('estar', 'AUX'), ('celular', 'NOUN'), ('um', 'DET'), ('filho', 'NOUN'), ('casa', 'NOUN'), ('ser', 'AUX'), ('uso', 'NOUN'), ('problema', 'NOUN'), ('dor', 'NOUN'), ('como', 'ADP'), ('problema', 'NOUN'), ('algum', 'DET'), ('uso', 'NOUN'), ('o', 'DET'), ('de o', 'ADP'), ('virus', 'NOUN'), ('conteúdo', 'NOUN'), ('-', 'PUNCT'), ('uso', 'NOUN'), ('usar', 'VERB'), ('a', 'ADP'), ('também', 'ADV'), ('aplicativo', 'NOUN'), ('a', 'ADP'), ('porém', 'CCONJ'), ('poder', 'VERB'), ('preciso', 'ADJ'), ('dever', 'VERB'), ('o', 'DET'), ('a', 'ADP')]","[0, 0.996, 0.524, 1, 1, 0.977, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1.0, 0.957, 0.683, 1, 0.717, 1, 1, 0, 1, 0, 0.692, 1, 1, 0, 0.985, 1, 0, 0.8, 0.925, 1, 1, 0]",52.63157894736842,76.98610112855309,8.0
EST_140,6,B,O uso dos celulares por crianças,"['Mas', 'habitos', 'Existe', 'do', 'para', 'ter', 'que', 'se', 'estão', 'celular', 'como', 'filhos', 'cogitação', 'são', 'luz', 'problemas', 'dor', 'e', 'problema', 'alguns', 'vícil', 'as', 'na', 'estranhos', 'aplicativo', 'precisam', 'filho', 'inaceitaveis', 'a', 'verificar', 'aplicativos', 'a', 'Mas', 'pode', 'preciso', 'devem', 'o', 'garantir']",29-02-2024,08:00,08:37,"[('mas', 'CCONJ'), ('habito', 'NOUN'), ('Existeer', 'VERB'), ('de o', 'ADP'), ('para', 'ADP'), ('ter', 'VERB'), ('que', 'SCONJ'), ('se', 'SCONJ'), ('estar', 'AUX'), ('celular', 'NOUN'), ('como', 'ADP'), ('filho', 'NOUN'), ('cogitação', 'NOUN'), ('ser', 'AUX'), ('luz', 'NOUN'), ('problema', 'NOUN'), ('dor', 'NOUN'), ('e', 'CCONJ'), ('problema', 'NOUN'), ('algum', 'DET'), ('vícil', 'ADJ'), ('o', 'DET'), ('em o', 'ADP'), ('estranho', 'ADJ'), ('aplicativo', 'NOUN'), ('precisar', 'VERB'), ('filho', 'NOUN'), ('inaceitavel', 'NOUN'), ('a', 'ADP'), ('verificar', 'VERB'), ('aplicativo', 'NOUN'), ('a', 'ADP'), ('mas', 'CCONJ'), ('poder', 'VERB'), ('preciso', 'ADJ'), ('dever', 'VERB'), ('o', 'DET'), ('garantir', 'VERB')]","[0, 0.927, 0, 1, 1, 0.64, 1, 1, 1, 1, 0, 1, 0.985, 1, 0.934, 1, 1.0, 0, 0.683, 1, 0, 1, 0.5, 1, 0.988, 0, 0.973, 0, 1, 0.816, 0.985, 1, 0, 1, 0.925, 1, 1, 1]",47.368421052631575,74.61851690944872,37.0
EST_144,6,B,O uso dos celulares por crianças,"['mas', 'defeitos', 'De', 'do', 'para', 'assisitir', 'que', 'ajudam', 'estão', 'celular', 'uma', 'filhos', 'supervisão', 'são', 'uso', 'problemas', 'dor', 'de', 'controle', 'os', 'uso', 'as', 'da', 'estranhos', 'coisas', 'deles', 'uso', 'explicidos', 'a', 'das', 'pais', 'a', 'Entretanto', 'pode', 'por', 'precisam', 'o', 'sua']",29-02-2024,08:00,08:21,"[('mas', 'CCONJ'), ('defeito', 'NOUN'), ('de', 'ADP'), ('de o', 'ADP'), ('para', 'ADP'), ('assisitir', 'VERB'), ('que', 'SCONJ'), ('ajudar', 'VERB'), ('estar', 'AUX'), ('celular', 'NOUN'), ('um', 'DET'), ('filho', 'NOUN'), ('supervisão', 'NOUN'), ('ser', 'AUX'), ('uso', 'NOUN'), ('problema', 'NOUN'), ('dor', 'NOUN'), ('de', 'ADP'), ('controle', 'NOUN'), ('o', 'DET'), ('uso', 'NOUN'), ('o', 'DET'), ('de o', 'ADP'), ('estranho', 'ADJ'), ('coisa', 'NOUN'), ('de ele', 'PRON'), ('uso', 'NOUN'), ('explicir', 'VERB'), ('a', 'ADP'), ('de o', 'ADP'), ('pai', 'NOUN'), ('a', 'ADP'), ('entretanto', 'ADV'), ('poder', 'VERB'), ('por', 'ADP'), ('precisar', 'VERB'), ('o', 'DET'), ('seu', 'DET')]","[0, 0.943, 0.527, 1, 1, 0.985, 1, 0, 1, 1, 1, 1, 0.975, 1, 1, 1, 1.0, 1, 0.779, 0.517, 0.717, 1, 1, 1, 0.98, 0, 0.692, 0.677, 1, 0, 0.557, 1, 0.814, 1, 0, 0.994, 1, 0]",47.368421052631575,76.733501482951,21.0
EST_162,6,B,O uso dos celulares por crianças,"['Realmente', 'hábito', 'A', 'de', 'para', 'ver', 'que', 'ajudão', 'São', 'celular', 'uma', 'pequenos', 'casa', 'são', 'usso', 'danos', 'dor', 'na', 'ficar', 'os', 'ficar', 'as', 'na', 'desconhecidos', 'conteudos', 'que', 'sites', 'infantis', 'a', 'olhar', 'pais', 'as', 'Mas', 'pode', 'preciso', 'devem', 'o', 'melhorar']",29-02-2024,08:00,08:20,"[('realmente', 'ADV'), ('hábito', 'NOUN'), ('o', 'DET'), ('de', 'ADP'), ('para', 'ADP'), ('ver', 'VERB'), ('que', 'SCONJ'), ('ajudão', 'NOUN'), ('ser', 'AUX'), ('celular', 'NOUN'), ('um', 'DET'), ('pequeno', 'ADJ'), ('casa', 'NOUN'), ('ser', 'AUX'), ('usso', 'NOUN'), ('dano', 'NOUN'), ('dor', 'NOUN'), ('em o', 'ADP'), ('ficar', 'VERB'), ('o', 'DET'), ('ficar', 'VERB'), ('o', 'DET'), ('em o', 'ADP'), ('desconhecir', 'VERB'), ('conteudo', 'NOUN'), ('que', 'SCONJ'), ('site', 'NOUN'), ('infantl', 'ADJ'), ('a', 'ADP'), ('olhar', 'VERB'), ('pai', 'NOUN'), ('o', 'DET'), ('mas', 'CCONJ'), ('poder', 'VERB'), ('preciso', 'ADJ'), ('dever', 'VERB'), ('o', 'DET'), ('melhorar', 'VERB')]","[0.938, 0.997, 0, 0.5, 1, 0.967, 1, 0, 0.953, 1, 1, 0, 1, 1, 0.75, 0.978, 1.0, 0.696, 0, 0.517, 0, 1, 0.5, 0, 0.889, 0, 0.966, 0, 1, 0.889, 0.557, 0.5, 0, 1, 0.925, 1, 1, 0.994]",28.947368421052634,67.14545481909087,20.0
EST_165,6,B,O uso dos celulares por crianças,"['Sempre', 'conteúdo', 'Por', 'do', 'para', 'ter', 'que', 'ajudam', 'Estão', 'celular', 'uma', 'filhos', 'casa', 'São', 'Uso', 'Problemas', 'Dor', 'De', 'Uso', 'que', 'uso', 'as', 'Da', 'Pessoas', 'sites', 'Sempre', 'uso', 'usados', 'a', 'as', 'adultos', 'a', 'também', 'pode', 'importante', 'devem', 'Sempre', 'ter']",29-02-2024,08:00,08:22,"[('sempre', 'ADV'), ('conteúdo', 'NOUN'), ('por', 'ADP'), ('de o', 'ADP'), ('para', 'ADP'), ('ter', 'VERB'), ('que', 'SCONJ'), ('ajudar', 'VERB'), ('Estar', 'AUX'), ('celular', 'NOUN'), ('um', 'DET'), ('filho', 'NOUN'), ('casa', 'NOUN'), ('ser', 'AUX'), ('uso', 'NOUN'), ('problema', 'NOUN'), ('dor', 'NOUN'), ('de', 'ADP'), ('uso', 'NOUN'), ('que', 'SCONJ'), ('uso', 'NOUN'), ('o', 'DET'), ('de o', 'ADP'), ('pessoa', 'NOUN'), ('site', 'NOUN'), ('sempre', 'ADV'), ('uso', 'NOUN'), ('usar', 'VERB'), ('a', 'ADP'), ('o', 'DET'), ('adulto', 'NOUN'), ('a', 'ADP'), ('também', 'ADV'), ('poder', 'VERB'), ('importante', 'ADJ'), ('dever', 'VERB'), ('sempre', 'ADV'), ('ter', 'VERB')]","[0.997, 0.991, 1, 1, 1, 0.64, 1, 0, 0.8, 1, 1, 1, 1, 0.667, 0.667, 0.889, 1.0, 0.5, 0.92, 0, 0.717, 1, 0.5, 0, 0.912, 0.996, 0.692, 1, 1, 0, 0.969, 1, 0.812, 1, 1, 1, 0, 0.517]",55.26315789473685,76.80685980103867,22.0
EST_167,6,A,O uso dos celulares por crianças,"['mas', 'benefício', 'por', 'de', 'para', 'ter', 'que', 'podem', 'estão', 'celular', 'uma', 'filhos', 'casa', 'são', 'uso', 'danos', 'dor', 'na', 'rede', 'os', 'uso', 'as', 'da', 'desconhecidos', 'conteúdos', 'precisam', 'que', 'usado', 'a', 'analisar', 'pessoas', 'a', 'mas', 'pode', 'preciso', 'devem', 'o', 'a']",29-02-2024,08:03,08:12,"[('mas', 'CCONJ'), ('benefício', 'NOUN'), ('por', 'ADP'), ('de', 'ADP'), ('para', 'ADP'), ('ter', 'VERB'), ('que', 'SCONJ'), ('poder', 'VERB'), ('estar', 'AUX'), ('celular', 'NOUN'), ('um', 'DET'), ('filho', 'NOUN'), ('casa', 'NOUN'), ('ser', 'AUX'), ('uso', 'NOUN'), ('dano', 'NOUN'), ('dor', 'NOUN'), ('em o', 'ADP'), ('rede', 'NOUN'), ('o', 'DET'), ('uso', 'NOUN'), ('o', 'DET'), ('de o', 'ADP'), ('desconhecir', 'VERB'), ('conteúdo', 'NOUN'), ('precisar', 'VERB'), ('que', 'SCONJ'), ('usar', 'VERB'), ('a', 'ADP'), ('analisar', 'VERB'), ('pessoa', 'NOUN'), ('a', 'ADP'), ('mas', 'CCONJ'), ('poder', 'VERB'), ('preciso', 'ADJ'), ('dever', 'VERB'), ('o', 'DET'), ('a', 'ADP')]","[0, 0.991, 0.667, 0.5, 1, 0.64, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0.978, 1.0, 0.696, 0.927, 0.517, 0.717, 1, 1, 0, 1, 0, 0, 0.8, 1, 0.9, 0.994, 1, 0, 1, 0.925, 1, 1, 0]",47.368421052631575,74.34692096814774,9.0
EST_168,6,B,O uso dos celulares por crianças,"['e', 'saites', '-', 'do', 'para', 'ver', 'educativo', 'si', 'moram', 'celular', 'poder', 'filho', 'casa', 'são', 'celular', 'riscos', 'dor', 'coluna', '-', 'os', 'telefone', 'as', 'da', 'estraios', 'saites', 'das', 'filho', 'improprio', 'a', 'criança', 'pais', 'deve', 'Mas', 'trave', 'bom', 'devem', 'o', 'as']",29-02-2024,08:00,08:22,"[('e', 'CCONJ'), ('saite', 'NOUN'), ('-', 'PUNCT'), ('de o', 'ADP'), ('para', 'ADP'), ('ver', 'VERB'), ('educativo', 'ADJ'), ('se', 'PRON'), ('morar', 'VERB'), ('celular', 'NOUN'), ('poder', 'NOUN'), ('filho', 'NOUN'), ('casa', 'NOUN'), ('ser', 'AUX'), ('celular', 'NOUN'), ('risco', 'NOUN'), ('dor', 'NOUN'), ('coluna', 'NOUN'), ('-', 'PUNCT'), ('o', 'DET'), ('telefone', 'NOUN'), ('o', 'DET'), ('de o', 'ADP'), ('estraios', 'NOUN'), ('saite', 'NOUN'), ('de o', 'ADP'), ('filho', 'NOUN'), ('improprio', 'ADJ'), ('a', 'ADP'), ('criança', 'NOUN'), ('pai', 'NOUN'), ('dever', 'VERB'), ('mas', 'CCONJ'), ('trave', 'NOUN'), ('bom', 'ADJ'), ('dever', 'VERB'), ('o', 'DET'), ('o', 'DET')]","[0, 0.97, 0, 1, 1, 0.967, 0, 0.5, 0, 1, 0, 0.8, 1, 1, 0.898, 0.973, 1.0, 0, 0, 0.517, 0.976, 1, 1, 0.75, 0.97, 0, 0.973, 0, 1, 0, 0.557, 0, 0, 0, 0.91, 1, 1, 0]",26.31578947368421,57.26861848642951,22.0
EST_171,6,B,O uso dos celulares por crianças,"['claro', 'amigos', 'Por', 'constante', 'para', 'asesar', 'que', 'a', 'estão', 'celularis', 'uma', 'filhos', 'casa', 'são', 'tela', 'danos', 'dor', 'de', 'comportamento', 'um', 'tempo', 'as', 'da', 'telas', 'conteudo', 'seguros', 'filhos', 'improprio', 'a', 'agumas', 'apes', 'as', 'porem', 'pode', 'importante', 'devem', 'ou', 'propria']",29-02-2024,08:00,08:12,"[('claro', 'ADV'), ('amigo', 'NOUN'), ('por', 'ADP'), ('constante', 'ADJ'), ('para', 'ADP'), ('asesar', 'PROPN'), ('que', 'SCONJ'), ('a', 'ADP'), ('estar', 'AUX'), ('celulari', 'NOUN'), ('um', 'DET'), ('filho', 'NOUN'), ('casa', 'NOUN'), ('ser', 'AUX'), ('tela', 'NOUN'), ('dano', 'NOUN'), ('dor', 'NOUN'), ('de', 'ADP'), ('comportamento', 'NOUN'), ('um', 'DET'), ('tempo', 'NOUN'), ('o', 'DET'), ('de o', 'ADP'), ('tela', 'NOUN'), ('conteudo', 'NOUN'), ('seguro', 'NOUN'), ('filho', 'NOUN'), ('improprio', 'ADJ'), ('a', 'ADP'), ('agum', 'NOUN'), ('ape', 'NOUN'), ('o', 'DET'), ('por', 'AUX'), ('poder', 'VERB'), ('importante', 'ADJ'), ('dever', 'VERB'), ('ou', 'CCONJ'), ('propria', 'NOUN')]","[0.977, 0.989, 1, 0, 1, 0.667, 1, 0, 1, 0.778, 1, 1, 1, 1, 0.631, 0.978, 1.0, 1, 0.538, 0.922, 1, 1, 1, 0, 0.75, 0, 0.973, 0, 1, 0, 0.566, 0.5, 0, 1, 1, 1, 0.5, 0]",42.10526315789473,70.44480256076015,12.0
