discente,escola,ano,turma,texto,respostas,classificacao,correcao,tempo_inicial,tempo_final
EST_33,CODAP,6,A,Lembranças do passado,"['dono', 'ganha', 'o', 'o', 'ele', 'soutava', 'era', 'era', 'brincavamos', 'a', 'brincavamos', 'acontecia', 'acabava', 'e', 'falava', 'ouvindo', 'era', 'gostava', 'são', 'irão', 'andando', 'linda', 'acontecia', 'era', 'tinha', 'pagase', 'para', 'era', 'tinha', 'amar', 'agora', 'é', 'de', 'gosto', 'em']","['nome substantivo', 'verbo', 'artigo', 'artigo', 'pronome pessoal', 'verbo', 'verbo', 'verbo', 'verbo', 'artigo', 'verbo', 'verbo', 'verbo', 'conjunção aditiva', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'adjetivo', 'verbo', 'verbo', 'verbo', 'verbo', 'preposição', 'verbo', 'verbo', 'verbo', 'advérbio de tempo', 'verbo', 'preposição', 'verbo', 'preposição']","['-', 'mesma classe e mesmo campo semântico', '-', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e mesmo campo semântico', '-']",08:09,08:33
EST_34,CODAP,6,A,Lembranças do passado,"['fazia', 'ganhava', 'tinha', 'foi', 'foi', 'tinha', 'era', 'era', 'íamos', 'aparecia', 'chovia', 'aconteceu', 'caiu', 'e', 'transmissor', 'as', 'era', 'foi', 'era', 'eram', 'foram', 'legal', 'chegando', 'é', 'pessa', 'passa', 'compra', 'cressia', 'viram', 'é', 'crescia', 'era', 'gera', 'gostei', 'estão']","['verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'conjunção aditiva', 'nome substantivo', 'artigo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'adjetivo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo']","['mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico']",08:09,08:14
EST_35,CODAP,6,A,Lembranças do passado,"['muito', 'faz', 'o', '-', '-', 'tinha', 'era', 'era', 'brincavamos', 'acendia', 'anoitecia', '-', '-', 'e', '-', 'as', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 'lembro', 'as']","['advérbio de intensidade', 'verbo', 'artigo', '-', '-', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', '-', '-', 'conjunção aditiva', '-', 'artigo', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 'verbo', 'artigo']","['-', 'mesma classe e campo semântico diferente', '-', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 'mesma classe e campo semântico diferente', '-']",08:09,08:25
EST_36,CODAP,6,A,Lembranças do passado,"['bem', 'gostava', 'tinha', 'viajava', 'entrar', 'saia', 'era', 'era', 'ficavamos', 'acendia', 'anoitecia', 'surgiu', 'nasceu', 'e', 'falava', 'assistia', 'foi', 'gostou', 'era', 'foram', 'saiam', 'cresceu', 'surgiram', 'era', 'tinha', 'conseguiram', 'conquistá', 'cresceu', 'falavam', 'era', 'cresceu', 'era', 'gerou', 'gostei', 'fica']","['advérbio de intensidade', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'conjunção aditiva', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo']","['-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico']",08:09,08:39
EST_37,CODAP,6,B,Lembranças do passado,"['trabalhava', 'ganhava', 'o', 'vamos', 'era', 'tinha', 'era', 'era', 'moravamos', 'apagava', 'frio', 'foi', 'veio', 'e', 'da', 'nas', 'era', 'lá', 'foi', 'forão', 'sugirão', 'grande', 'era', 'é', 've', 'ficâo', 'neli', 'é', '-', '-', 'e', 'é', 'sâo', 'lembro', 'é']","['verbo', 'verbo', 'artigo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'nome substantivo', 'verbo', 'verbo', 'conjunção aditiva', 'contração', 'contração', 'verbo', 'advérbio de lugar', 'verbo', 'verbo', 'verbo', 'adjetivo', 'verbo', 'verbo', 'verbo', 'verbo', 'contração', 'verbo', '-', '-', 'conjunção aditiva', 'verbo', 'verbo', 'verbo', 'verbo']","['mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', '-', '-', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', '-', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico']",08:00,08:31
EST_38,CODAP,6,B,Lembranças do passado,"['trabalhava', 'para', 'sem', 'ir', 'linda', 'fumaça', 'era', 'era', 'fomos', 'acenderam', 'vimos', 'a', 'foi', 'tinham', 'assistiam', 'as', 'eram', 'queria', 'caros', 'foi', 'vinham', 'linda', 'de', 'era', 'não', 'tinham', 'que', 'aviam', 'ricas', 'pobre', 'que', 'é', 'eram', 'parei', 'muitas']","['verbo', 'preposição', 'preposição', 'verbo', 'adjetivo', 'nome substantivo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'artigo', 'verbo', 'verbo', 'verbo', 'artigo', 'verbo', 'verbo', 'adjetivo', 'verbo', 'verbo', 'adjetivo', 'preposição', 'verbo', 'advérbio de negação', 'verbo', 'conjunção subordinativa', 'verbo', 'adjetivo', 'adjetivo', 'pronome relativo', 'verbo', 'verbo', 'verbo', 'pronome indefinido']","['mesma classe e mesmo campo semântico', '-', '-', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', '-', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-']",08:00,08:15
EST_39,CODAP,6,B,Lembranças do passado,"['trabalha', 'trabalha', 'ganha', 'viaja', 'legal', 'tem', 'é', 'é', 'estavamos', 'é', 'acende', 'acontece', 'acaba', 'acendem', 'informa', 'assiste', 'é', 'emocionado', 'dá', '-', 'vão', '-', 'legais', 'é', 'consegue', 'vai', 'busca', '-', '-', '-', '-', 'é', 'tem', '-', 'tenho']","['verbo', 'verbo', 'verbo', 'verbo', 'adjetivo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'adjetivo', 'verbo', '-', 'verbo', '-', 'adjetivo', 'verbo', 'verbo', 'verbo', 'verbo', '-', '-', '-', '-', 'verbo', 'verbo', '-', 'verbo']","['mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e mesmo campo semântico']",08:00,08:30
EST_40,CODAP,6,B,Lembranças do passado,"['trabalha', 'trabalha', 'ganha', 'viagem', 'que', 'soutava', 'era', 'era', 'ficava', 'acendia', 'anoitecia', 'e', 'acaba', 'ligavam', 'tocando', 'assistindo', 'é', 'alegri', 'era', '-', 'mas', '-', 'chega', 'era', 'tinha', 'trabalhace', '-', 'era', '-', '-', 'muito', 'é', 'da', '-', 'fica']","['verbo', 'verbo', 'verbo', 'nome substantivo', 'pronome relativo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'conjunção aditiva', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'adjetivo', 'verbo', '-', 'conjunção adversativa', '-', 'verbo', 'verbo', 'verbo', 'verbo', '-', 'verbo', '-', '-', 'advérbio de intensidade', 'verbo', 'verbo', '-', 'verbo']","['mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e mesmo campo semântico', '-', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', '-', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e mesmo campo semântico']",08:00,08:19
EST_41,CODAP,6,A,Lembranças do passado,"['trabalhava', 'ganhava', 'tenha', 'fomos', 'eu', 'solta', 'era', 'era', 'saímos', 'apareceu', 'saímos', 'foi', 'veio', 'e', 'ligado', 'escuta', 'é', 'gosta', 'são', 'são', 'vão', 'agora', 'acontecem', 'é', 'consegue', 'começam', 'evoluilas', 'polui', 'acham', 'é', 'evolução', 'é', 'agrava', 'gosto', 'carrego']","['verbo', 'verbo', 'verbo', 'verbo', 'pronome pessoal', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'conjunção aditiva', 'adjetivo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'advérbio de tempo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'nome substantivo', 'verbo', 'verbo', 'verbo', 'verbo']","['mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico']",08:09,08:28
EST_42,CODAP,6,A,Lembranças do passado,"['coletava', '-', '-', '-', '-', '-', 'era', 'era', '-', 'caiu', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['verbo', '-', '-', '-', '-', '-', 'verbo', 'verbo', '-', 'verbo', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['mesma classe e campo semântico diferente', '-', '-', '-', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e campo semântico diferente', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']",08:09,08:26
EST_43,CODAP,6,B,Lembranças do passado,"['trabalhava', 'resebia', 'o', 'eu', 'la', 'sai', 'é', 'e', 'brincamos', 'ia', 'eu', 'para', 'acaba', 'são', 'eu', 'para', 'e', 'feliz', 'são', 'são', 'vão', 'ia', 'eu', 'os', 'so', 'ficam', 'lei', 'vão', 'oi', 'nois', 'vão', 'que', 'isso', 'e', 'eu']","['verbo', 'verbo', 'artigo', 'pronome pessoal', 'advérbio de lugar', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'pronome pessoal', 'preposição', 'verbo', 'verbo', 'pronome pessoal', 'preposição', 'verbo', 'adjetivo', 'verbo', 'verbo', 'verbo', 'verbo', 'pronome pessoal', 'artigo', 'advérbio de exclusão', 'verbo', 'nome substantivo', 'verbo', 'interjeição', 'pronome pessoal', 'verbo', 'pronome relativo', 'pronome relativo', 'conjunção aditiva', 'pronome pessoal']","['mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', '-', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', '-', '-', '-', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', '-', '-', '-', '-']",08:00,08:23
EST_44,CODAP,6,B,Lembranças do passado,"['trabalhava', 'descançava', 'recebia', 'viajaria', 'entrar', 'tem', 'era', 'era', 'sentava', 'passava', 'aconteceu', 'estranha', 'passava', 'queimavam', 'ligava', 'escutava', 'era', 'ia', 'foram', 'usava', 'sumiam', 'aumentava', 'acontecian', 'era', 'usava', 'outras', 'utilizavam', '-', '-', 'aumentava', 'pois', 'era', 'causaria', 'gostava', 'e']","['verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'adjetivo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'pronome indefinido', 'verbo', '-', '-', 'verbo', 'conjunção conclusiva', 'verbo', 'verbo', 'verbo', 'conjunção aditiva']","['mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', '-']",08:00,08:32
EST_45,CODAP,6,A,Lembranças do passado,"['trabalhava', 'tinha', 'com', 'esforco', 'e', 'avia', 'era', 'era', 'brincavamos', 'brilhando', 'a', 'nova', 'chegava', 'e', 'tocando', 'assistindo', 'era', 'emocionado', 'tinha', 'tinhão', 'eram', 'cresceu', 'sempre', 'era', 'não', 'poluição', 'etc', 'tem', 'vinram', '-', 'essa', 'é', 'tem', 'amo', 'tem']","['verbo', 'verbo', 'preposição', 'nome substantivo', 'conjunção aditiva', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'artigo', 'adjetivo', 'verbo', 'conjunção aditiva', 'verbo', 'verbo', 'verbo', 'adjetivo', 'verbo', 'verbo', 'verbo', 'verbo', 'advérbio de tempo', 'verbo', 'advérbio de negação', 'nome substantivo', 'nome substantivo', 'verbo', 'verbo', '-', 'pronome demonstrativo', 'verbo', 'verbo', 'verbo', 'verbo']","['mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', '-', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico']",08:09,08:26
EST_46,CODAP,6,B,Lembranças do passado,"['trabalhava', 'trabalhava', 'ganhava', 'viajava', 'era', 'saiam', 'era', 'era', 'andavamos', 'é', 'apaga', 'à', 'acaba', 'e', 'televisão', 'assistiam', 'era', 'alegre', 'eram', 'andavam', 'andavam', 'também', 'e', 'é', 'tem', 'outros', 'enrrica', 'era', 'que', 'iriam', 'ao', 'é', 'e', 'sou', 'tem']","['verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'contração', 'verbo', 'conjunção aditiva', 'nome substantivo', 'verbo', 'verbo', 'adjetivo', 'verbo', 'verbo', 'verbo', 'advérbio de inclusão', 'conjunção aditiva', 'verbo', 'verbo', 'pronome indefinido', 'verbo', 'verbo', 'pronome relativo', 'verbo', 'contração', 'verbo', 'conjunção aditiva', 'verbo', 'verbo']","['mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico']",08:00,08:15
EST_47,CODAP,6,B,Lembranças do passado,"['trabalhava', 'ganhava', 'com', 'foi', 'la', 'soltava', 'era', 'era', 'íamos', 'que', 'ligava', 'acotecia', 'desligado', 'eram', 'gago', 'assistia', 'foi', 'ia', 'foi', 'foi', 'e', 'grande', 'que', 'é', 'vê', 'vamos', 'chegá', 'é', 'lá', 'iam', 'aqui', 'é', 'tem', 'amo', 'estão']","['verbo', 'verbo', 'preposição', 'verbo', 'advérbio de lugar', 'verbo', 'verbo', 'verbo', 'verbo', 'pronome relativo', 'verbo', 'verbo', 'adjetivo', 'verbo', 'adjetivo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'conjunção aditiva', 'adjetivo', 'pronome relativo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'advérbio de lugar', 'verbo', 'advérbio de lugar', 'verbo', 'verbo', 'verbo', 'verbo']","['mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico']",08:00,08:16
EST_48,CODAP,6,A,Lembranças do passado,"['da', 'ganhava', 'o', 'importante', 'eu', 'solta', 'é', 'é', 'ficavamos', 'acende', 'anoitece', 'melhoro', 'chego', '-', '-', '-', 'é', 'gostou', 'foram', '-', '-', 'que', '-', '-', '-', '-', '-', '-', 'cresceu', 'falavam', '-', '-', '-', '-', '-']","['verbo', 'verbo', 'artigo', 'adjetivo', 'pronome pessoal', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', '-', '-', '-', 'verbo', 'verbo', 'verbo', '-', '-', 'pronome relativo', '-', '-', '-', '-', '-', '-', 'verbo', 'verbo', '-', '-', '-', '-', '-']","['mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', '-', '-', '-', '-', '-', '-', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', '-', '-', '-']",08:09,08:39
