discente,escola,ano,turma,texto,respostas,classificacao,correcao,tempo_inicial,tempo_final
EST_114,CODAP,8,A,O dia em que os jacarés invadiram a cidade,"['são', 'jogam', 'dão', 'machuquem', 'é', 'cresce', 'vive', 'faz', 'evolui', 'são', 'perceberam', 'era', 'foram', 'atacou', 'é', 'roubavam', 'mordia', 'aguentou', 'os', 'pegaram', '-', 'morreram', 'pegaram', 'suas', 'levaram', 'usava', 'tinham', '-', '-', 'tinham', 'machuquem', 'que', 'jogava', 'davam', 'é']","['verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'artigo definido', 'verbo', '-', 'verbo ', 'verbo ', 'pronome possessivo', 'verbo', 'verbo', 'verbo', '-', '-', 'verbo', 'verbo', 'conjunção integrativa', 'verbo', 'verbo', 'verbo']","['mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico']",08:15,08:37
EST_115,CODAP,8,B,O dia em que os jacarés invadiram a cidade,"['são', 'jogaram', 'deram', 'machuquem', 'é', 'cairam', 'irem', 'repete', 'cada', 'são', 'surgiram', 'de', 'foram', 'atacaram', 'sugeriram', 'mudaram', 'eram', 'destrua', 'os', 'tomar', 'morreram', 'criados', 'multaram', 'suas', 'conviviam', 'deram', 'eram', 'tiveram', 'ferocidade', 'no', 'aproveitavam', 'jogaram', 'jacarés', 'deram', 'Foi']","['verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'pronome indefinido', 'verbo', 'verbo', 'preposição', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'artigo definido', 'verbo', 'verbo', 'verbo ', 'verbo ', 'pronome possessivo', 'verbo', 'verbo', 'verbo', 'verbo', 'nome substantivo', 'preposição', 'verbo', 'verbo', 'nome substantivo', 'verbo', 'verbo']","['mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico']",08:07,08:21
EST_116,CODAP,8,A,O dia em que os jacarés invadiram a cidade,"['eram', 'jogaram', 'apertaram', 'machucassem', 'foi', '-', '-', 'passou', 'aumentava', 'ficaram', 'ficaram', 'era', 'estavam', '-', 'era', 'tinham', '-', 'aguentou', 'os', 'tomaram', '-', '-', '-', '-', '-', 'vendeu', 'tinham', '-', '-', 'com', 'machucassem', 'pegaram', 'jogaram', 'deram', 'foi']","['verbo', 'verbo', 'verbo', 'verbo', 'verbo', '-', '-', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', '-', 'verbo', 'verbo', '-', 'verbo', 'artigo definido', 'verbo', '-', '-', '-', '-', '-', 'verbo', 'verbo', '-', '-', 'preposição', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo']","['mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', '-', '-', '-', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico']",08:15,08:26
EST_117,CODAP,8,B,O dia em que os jacarés invadiram a cidade,"['eram', 'jogaram', 'deram', 'machucassem', 'foi', 'perigosos', 'ferozes', 'multiplicaram', 'crecia', 'ficaram', 'descobriram', 'era', 'invadiram', 'atacaram', 'era', 'tinham', 'comiam', 'mudou', 'eram', 'comandavam', 'sobraram', 'devoraram', 'fizeram', 'mesma', 'criaram', 'venderam', 'perderam', 'atacavam', 'todos', 'tinham', 'machucasse', 'pegou', 'jogou', 'apertou', 'Foi']","['verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'adjetivo', 'adjetivo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo ', 'verbo ', 'pronome demonstrativo', 'verbo', 'verbo', 'verbo', 'verbo', 'pronome indefinido', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo']","['mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico']",08:07,08:16
EST_118,CODAP,8,B,O dia em que os jacarés invadiram a cidade,"['são', 'são', 'que', '-', 'ser', 'Feras', 'esta', 'que', 'Se', 'que', 'do', 'era', 'nas', 'que', 'se', 'São', 'ataca', 'e', 'os', 'esta', 'São', 'o', 'que', 'que', 'São', 'tem', 'e', 'São', 'aqueles', 'São', 'porque', 'que', 'que', 'nao', 'ne']","['verbo', 'verbo', 'pronome relativo', '-', 'verbo', 'adjetivo', 'verbo', 'conjunção integrante', 'conjunção ', 'preposição', 'preposição', 'verbo', 'contração', 'conjunção integrativa', 'conjunção condicional', 'verbo', 'verbo', 'verbo', 'artigo definido', 'verbo', 'verbo', 'artigo definido', 'pronome relativo', 'conjunção integrativa', 'verbo', 'verbo', 'verbo', 'verbo', 'pronome demonstrativo', 'verbo', 'conjunção explicativa', 'conjunção integrativa', 'pronome relativo', 'advérbio de negação', '-']","['mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e campo semântico diferente', '-', '-', '-', '-', 'mesma classe e mesmo campo semântico', '-', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', '-', '-', '-', '-', '-']",08:07,08:09
EST_119,CODAP,8,A,O dia em que os jacarés invadiram a cidade,"['são', 'que', 'estam', 'machuque', 'é', 'estam', 'elu', 'que', 'é', 'os', 'chegaram', 'estava', 'apareceram', 'mas', 'jacarés', 'que', 'modificaram', 'mudança', 'os', 'estam', 'estranhos', 'é', 'humana', 'que', 'são', 'usam', 'foram', 'mais', 'os', 'tem', 'vivem', 'que', 'jacarés', 'que', 'é']","['verbo', 'pronome relativo', 'verbo', 'verbo', 'verbo', 'verbo', 'pronome pessoal', 'conjunção integrante', 'verbo', 'artigo', 'verbo', 'verbo', 'verbo', 'conjunção adversativa', 'nome substantivo', 'pronome relativo', 'verbo', 'nome substantivo', 'artigo definido', 'verbo', 'adjetivo', 'verbo ', 'nome substantivo', 'conjunção integrativa', 'verbo', 'verbo', 'verbo', 'advérbio de intensidade', 'artigo', 'verbo', 'verbo', 'conjunção integrativa', 'nome substantivo', 'pronome relativo', 'verbo']","['mesma classe e mesmo campo semântico', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', '-', '-', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', '-', 'mesma classe e mesmo campo semântico']",08:15,08:31
EST_120,CODAP,8,A,O dia em que os jacarés invadiram a cidade,"['eram', 'viram', 'deram', 'machucassem', 'aconteceu', 'minúsculos', 'ferozes', 'iniciou', 'cresceu', 'eram', 'perceberam', 'era', 'andavam', 'assustava', 'era', 'roubavam', 'existiam', 'conseguisse', 'os', 'habitavam', 'morreram', 'viraram', 'criaram', 'diversa', 'criaram', 'deram', 'tinham', 'começaram', 'atacar', 'tinham', 'assustasem', 'colocaram', 'colocavam', 'deram', 'foi']","['verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'adjetivo', 'adjetivo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'artigo definido', 'verbo', 'verbo', 'verbo ', 'verbo ', 'adjetivo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'pronome relativo', 'verbo']","['mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico']",08:15,08:37
EST_121,CODAP,8,B,O dia em que os jacarés invadiram a cidade,"['eram', 'colocaram', 'deram', 'machucasem', 'por', 'apareseram', 'pararam', 'ficaram', 'almentaram', 'ficaram', 'perseberam', 'era', 'apareseram', 'destruiram', 'era', 'sabiam', 'moreram', 'suprotou', 'os', 'tomaram', 'fugiram', 'pegaram', 'para', 'suas', 'fizeram', 'colocou', 'prederam', 'machucaram', 'mão', 'com', 'machucasem', 'pegaram', 'colocaram', 'deram', 'por']","['verbo', 'verbo', 'verbo', 'verbo', 'preposição', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'artigo definido', 'verbo', 'verbo', 'verbo ', 'preposição', 'pronome possessivo', 'verbo', 'verbo', 'verbo', 'verbo', 'nome substantivo', 'preposição', 'verbo', 'verbo', 'verbo', 'verbo', 'preposição']","['mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', '-']",08:07,08:23
EST_122,CODAP,8,B,O dia em que os jacarés invadiram a cidade,"['eram', 'jogavam', 'davam', 'machucarem', 'foi', 'invadiram', 'tomaram', 'reprodusindo', 'crecia', 'ficaram', 'chegaram', 'era', 'estavam', 'assustando', 'era', 'tinha', 'comiham', 'aguetol', 'os', 'estavam', 'morreram', 'comeram', 'começol', 'faze', 'tinham', 'usavam', 'eram', 'com ', 'ferocidade', 'com', 'machucarem', 'jogaram', 'potes', 'deram', 'foi']","['verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'artigo definido', 'verbo', 'verbo', 'verbo ', 'verbo ', 'verbo', 'verbo', 'verbo', 'verbo', 'preposição', 'nome substantivo', 'preposição', 'verbo', 'verbo', 'nome substantivo', 'verbo', 'verbo']","['mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico']",08:07,08:18
EST_123,CODAP,8,B,O dia em que os jacarés invadiram a cidade,"['erão', 'jogarão', 'derão', 'machucasen', 'foi', '-', '-', '-', '-', '-', 'chegarão', 'era', 'andavão', 'já', 'como', 'consiguiran', '-', 'era', 'os', '-', 'pegarãn', 'todos', 'forem', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['verbo', 'verbo', 'verbo', 'verbo', 'verbo', '-', '-', '-', '-', '-', 'verbo', 'verbo', 'verbo', 'advérbio de tempo', 'advérbio', 'verbo', '-', 'verbo', 'artigo definido', '-', 'verbo', 'pronome indefinido', 'verbo ', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', '-', '-', '-', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']",08:07,08:15
EST_124,CODAP,8,B,O dia em que os jacarés invadiram a cidade,"['eram', 'são', 'desceu', 'afoguem', 'cometi', 'gigantes', 'comelões', 'espalharam', 'aumentam', 'são', 'chegam', 'era', 'vagando', 'atacando', 'era', 'tinham', 'correm', 'aguentasse', 'os', 'habitam', 'fugiram', 'cercavam', 'dna', 'jacarés', 'colocaram', 'homens', 'aguentaram', 'mataram', 'força', 'com', 'matassem', 'fugiram', 'jacarés', 'desceram', 'foi']","['verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'adjetivo', 'nome substantivo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'artigo definido', 'verbo', 'verbo', 'verbo ', 'nome substantivo', 'nome substantivo', 'verbo', 'nome substantivo', 'verbo', 'verbo', 'nome substantivo', 'preposição', 'verbo', 'verbo', 'nome substantivo', 'verbo', 'verbo']","['mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico']",08:07,08:09
EST_125,CODAP,8,B,O dia em que os jacarés invadiram a cidade,"['eram', 'colocavam', 'davam', 'machucar', 'era', 'ferozes', 'famintos', 'aconteceu', 'mudava', 'eram', 'agiram', 'era', 'dominavam', 'atavam', 'era', 'tinham', 'criaram', 'aguentava', 'os', 'dominavam', 'falavam', 'existem', 'fizeram', 'pior', 'criaram', 'colavam', 'tinham', 'por', 'matavam', 'com', 'machucasem', 'atacaram', 'jogaram', 'deram', 'Era']","['verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'adjetivo', 'adjetivo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'artigo definido', 'verbo', 'verbo', 'verbo ', 'verbo ', 'adjetivo', 'verbo', 'verbo', 'verbo', 'preposição', 'verbo', 'preposição', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo']","['mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico']",08:07,08:15
EST_126,CODAP,8,A,O dia em que os jacarés invadiram a cidade,"['são', 'poe', 'da', 'machuquem', 'é', 'aparecem', 'encontrado', 'reproduzem', 'muda', 'é', 'acham', 'é', 'pelas', 'ataca', 'é', 'são', 'morreram', 'é', 'os', 'alcita', 'morreram', 'é', 'fizeram', 'a', 'foram', 'fizeram', 'pegou', 'eles', 'a', 'tem', 'percam', 'que', 'botam', 'dão', 'é']","['verbo', 'verbo', 'preposição', 'verbo', 'verbo', 'verbo', 'adjetivo', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'contração', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'artigo definido', '-', 'verbo', 'verbo ', 'verbo ', 'preposição', 'verbo', 'verbo', 'verbo', 'pronome pessoal', 'artigo', 'verbo', 'verbo', 'conjunção integrativa', 'verbo', 'verbo', 'verbo']","['mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico']",08:15,08:31
EST_127,CODAP,8,A,O dia em que os jacarés invadiram a cidade,"['são', 'que', 'dão', 'perderem', 'que', 'morem', 'desaparesem', 'espalhando', 'ficando', 'estão', 'mortas', 'é', 'nas', 'devorando', 'é', 'tem', 'morem', 'aguenta', 'os', 'destruiram', 'correm', 'matam', 'que', 'abilidade', 'estão', 'jacarés', 'mostram', 'que', 'que', 'tem', 'percam', 'jogam', 'humanos', 'dão', 'é']","['verbo', 'pronome relativo', 'verbo', 'verbo', 'advérbio', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'nome substantivo', 'verbo', 'contração', 'verbo', 'verbo', 'verbo', 'verbo', 'verbo', 'artigo definido', 'verbo', 'verbo', 'verbo ', 'pronome relativo', 'nome substantivo', 'verbo', 'nome substantivo', 'verbo', 'ponome relativo', 'pronome relativo', 'verbo', 'verbo', 'verbo', 'nome substantivo', 'verbo', 'verbo']","['mesma classe e mesmo campo semântico', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico']",08:15,08:33
EST_128,CODAP,8,A,O dia em que os jacarés invadiram a cidade,"['são', 'só', 'sobre', 'machuquem', 'em', 'caem', 'ficam', 'criando', 'maior', 'são', 'pecebem', 'é', 'ja', 'assusta', 'são', 'ferozes', 'medo', 'agente', 'os', 'dominam', 'mortos', '-', '-', '-', 'estão', 'puxes', 'tem', '-', '-', '-', '-', '-', '-', '-', '-']","['verbo', 'advérbio de exclusão', 'preposição', 'verbo', 'preposição', 'verbo', 'verbo', 'verbo', 'advérbio', 'verbo', 'verbo', 'verbo', 'advérbio de tempo', 'verbo', 'verbo', 'adjetivo', 'nome substantivo', 'pronome pessoal', 'artigo definido', 'verbo', 'nome substantivo', '-', '-', '-', 'verbo', 'verbo', 'verbo', '-', '-', '-', '-', '-', '-', '-', '-']","['mesma classe e mesmo campo semântico', '-', '-', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', '-', '-', '-', 'mesma classe e mesmo campo semântico', '-', '-', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', '-', '-', '-', '-', '-', '-']",08:15,08:32
